"User","Content","Date","URL","Coordinates","Place"
"Miss_muertos","ME ESTOY PLANTEANDO AHORCARME PERO SOY TAN ALTA QUE SEGURO QUE TOCABA EL SUELO CON LOS PIES Y ME SALVABA","2014-12-19 15:54:49","https://twitter.com/Miss_muertos/status/545970515396284416",NA,NA
"kenobini","si dan fechas hoy y termino estando en el dentista voy a ahorcarme porque estuve esperando mucho para esto y no me lo puedo perder vieron","2014-12-18 17:56:54","https://twitter.com/kenobini/status/545638853571538944",NA,NA
"Dr_Fleibur","@superlayo_pfg Es que todo el mundo ha salido de España al menos una vez y a mí me dan ganas de ahorcarme de una vez por todas.","2014-12-18 12:18:35","https://twitter.com/Dr_Fleibur/status/545553710731264000",NA,NA
"emmacasssidy","Quiero ahorcarme http://t.co/CJFZ9dF7di","2014-12-15 06:50:54","https://twitter.com/emmacasssidy/status/544384083150004224",NA,NA
"soiiviic","voy a ir al baño y ahorcarme con la cortina de la ducha","2014-12-14 20:14:34","https://twitter.com/soiiviic/status/544223944275148800",NA,NA
"La_Salome_","@matasan0 ya no quise cenar luego de eso. Estoy pensando en ahorcarme","2014-12-13 03:06:47","https://twitter.com/La_Salome_/status/543602908613586944",NA,NA
"boticariagarcia","@Gwilt_ no sabría en qué árbol ahorcarme...","2014-12-12 16:23:33","https://twitter.com/boticariagarcia/status/543441032684531712",NA,NA
"MirimRc","@RafaJigsaw Hay dos ovnis detrás de el sol, no se si ahorcarme o llamar a los ovnis. Y no voy a follar hasta que me salga de los cojones XDD","2014-12-12 12:32:15","https://twitter.com/MirimRc/status/543382823407976448",NA,NA
"_clitoris666","ahorcarme &gt;&gt;&gt; ir a la escuela","2014-12-12 11:26:46","https://twitter.com/_clitoris666/status/543366345711427585",NA,NA
"LariEchauri","Con la misma soga puedo ahorcarme o saltaaaaaaaar","2014-12-12 03:38:19","https://twitter.com/LariEchauri/status/543248454495907840",NA,NA
"RosarioVillalb3","Muero de hambre, después me acuerdo que estoy gorda y me dan ganas de ahorcarme....","2014-12-12 02:20:07","https://twitter.com/RosarioVillalb3/status/543228776826798080",NA,NA
"arriqui24","Cada vez que veo un RT a Luis con la frase \" besitos de caramelo\" me dan ganas de ahorcarme con la gomilla de las bragas #Gala15GH15","2014-12-11 23:02:53","https://twitter.com/arriqui24/status/543179141336801281",NA,NA
"_clitoris666","ahorcarme &gt;&gt;&gt;&gt; estudiar y hacer proyectos","2014-12-11 22:30:24","https://twitter.com/_clitoris666/status/543170967330357248",NA,NA
"littlemixbabys","esta lindo para escuchar hometown glory acordarme de cassie y ahorcarme no","2014-12-11 03:10:14","https://twitter.com/littlemixbabys/status/542879000079908866",NA,NA
"cigarettommy","@ZAYDNESS deber ser hermoso euge, una vez soñe que lo hacia y me senti tan pero tan feliz despues cuando me desperte queria ahorcarme","2014-12-11 01:45:55","https://twitter.com/cigarettommy/status/542857781188235264",NA,NA
"montsee1994","Creo que quiero ahorcarme 😆","2014-12-10 13:48:46","https://twitter.com/montsee1994/status/542677304405942272","Coordinates(longitude=-3.784239, latitude=37.7774025)","Place(id='eaa9968c2be92860', fullName='Jaen, Spain', name='Jaen', type='city', country='Spain', countryCode='ES')"
"louis90s","Once In A Lifetime me da ganas de ahorcarme asi tipo como pasaba con Something Great","2014-12-10 02:17:29","https://twitter.com/louis90s/status/542503336201555969",NA,NA
"pielyhues0","Y yo queria papas fritas, 35$ unas ganas de ahorcarme 😭😭😭😭","2014-12-09 07:13:25","https://twitter.com/pielyhues0/status/542215423455133696","Coordinates(longitude=-60.2694652, latitude=-38.3665406)","Place(id='00eae3fa591bc69e', fullName='Tres Arroyos, Argentina', name='Tres Arroyos', type='city', country='Argentina', countryCode='AR')"
"btsoutlist","Solo de pensar que los chicos van a estar aquí dando un concierto en un festival al que yo no puedo ir me dan ganas de ahorcarme.","2014-12-08 10:35:07","https://twitter.com/btsoutlist/status/541903793815044096",NA,NA
"sunflhowers","La lampara con la cara de harry la soga para ahorcarme digo para saltar diganme que esto es una joda para tinelli ni piñon fijo saca esto","2014-12-07 12:45:28","https://twitter.com/sunflhowers/status/541574212931313665",NA,NA
"_clitoris666","lo que env me dan ganas de ahorcarme es la música de aquí","2014-12-07 03:37:42","https://twitter.com/_clitoris666/status/541436361702924289",NA,NA
"_clitoris666","tumblr me dan ganas de ahorcarme","2014-12-07 03:33:58","https://twitter.com/_clitoris666/status/541435420895375360",NA,NA
"Desafinad0","Yo es que soy más de ahorcarme en casa tranquilito.","2014-12-06 21:48:26","https://twitter.com/Desafinad0/status/541348464043761664",NA,NA
"starvingtoyeol","quiero ahorcarme con las piernas de yura","2014-12-03 04:34:42","https://twitter.com/starvingtoyeol/status/540001152289734656",NA,NA
"starvingtoyeol","preferiría ahorcarme a escribir un fic taohun","2014-12-02 17:16:22","https://twitter.com/starvingtoyeol/status/539830444427325440",NA,NA
"sunflhowers","Volvio perrie y adivinen quien también volvió  correcto la soga para ahorcarme y sacarme el cogote ganaron un chevy oxidado","2014-12-01 20:52:50","https://twitter.com/sunflhowers/status/539522531531976706",NA,NA
"lwtironic","@pelotxda VISTE EN LA SEGUNDA FOTO EL ESPIRAL Q TIENE ADELANTE QUIERO AHORCARME","2014-11-30 21:44:56","https://twitter.com/lwtironic/status/539173255157121024",NA,NA
"hvesitos","Debería oler a pizza y HUELE A PLASTICO VOY A AHORCARME","2014-11-30 20:14:59","https://twitter.com/hvesitos/status/539150619291156481",NA,NA
"soiiviic","a mi las peliculas que los protagonistas no terminan juntos me dan ganas de ahorcarme con el cable de los auriculares","2014-11-28 02:38:50","https://twitter.com/soiiviic/status/538160054353276928",NA,NA
"Miss_muertos","¡Buenos días! Pregunta colectiva &gt;.&lt; ¿Qué os gustaría hacer pero no tienes tiempo para... — AHORCARME CON UN TANGA. http://t.co/8Ir4qEJTV5","2014-11-27 21:24:30","https://twitter.com/Miss_muertos/status/538080949213622274",NA,NA
"tzightrope","hace como una semana que no veo ahs estoy a punto de ahorcarme","2014-11-26 18:59:57","https://twitter.com/tzightrope/status/537682186934431746",NA,NA
"crisbeeeel","Ahora cuando me den ganas de ahorcarme escucharé The hanging tree a ver si me decido.","2014-11-25 19:55:50","https://twitter.com/crisbeeeel/status/537333862964396032",NA,NA
"Deekkora","Voy a ahorcarme con mi himen imaginario, ahora vuelvo.","2014-11-24 17:44:01","https://twitter.com/Deekkora/status/536938299919958016",NA,NA
"soiiviic","estoy gordísima hoy, no se si leer, ponerme a ver una peli, acostarme a dormir, o ahorcarme con el cable del cargador","2014-11-22 23:25:29","https://twitter.com/soiiviic/status/536299459706368000",NA,NA
"eunipez_","Ay nojoda se me vino a la mente la temporada 07/08 del Milan y me dieron ganas de ahorcarme.","2014-11-22 22:37:21","https://twitter.com/eunipez_/status/536287346552233984",NA,NA
"Deekkora","Ojalá mi himen y poder ahorcarme con él.","2014-11-22 18:24:04","https://twitter.com/Deekkora/status/536223605286535168",NA,NA
"Omsito","madremia solo de pensar en las dos primeras semanas de Diciembre y me dan ganas de ahorcarme......","2014-11-22 14:18:32","https://twitter.com/Omsito/status/536161815588507648",NA,NA
"cigarettommy","quiero ahorcarme amo tanto el video no puedo","2014-11-21 16:56:16","https://twitter.com/cigarettommy/status/535839119411531776",NA,NA
"yareanna_","las musica mexicana me dan ganas de ahorcarme","2014-11-21 01:45:40","https://twitter.com/yareanna_/status/535609960298995712",NA,NA
"ACastiglia7","Me acorde que mañana tengo que rendir los 14m en gimnasia y ya estoy pensando en ahorcarme.","2014-11-17 23:42:47","https://twitter.com/ACastiglia7/status/534491872396587008",NA,NA
"sunflhowers","@njhsfly 1D orlando yo tener colegio yo ahorcarme yo morirme","2014-11-17 03:47:18","https://twitter.com/sunflhowers/status/534191019592781824",NA,NA
"sunflhowers","@ni4lldios prestame la soga que yo tambien quiero ahorcarme","2014-11-17 02:33:18","https://twitter.com/sunflhowers/status/534172396316815362",NA,NA
"lwtironic","@narrydicts @onedirection tienes el link? aaaa voy a ahorcarme","2014-11-15 18:02:14","https://twitter.com/lwtironic/status/533681392899854336",NA,NA
"Deekkora","Quiero ahorcarme con mis tripas.","2014-11-15 11:39:21","https://twitter.com/Deekkora/status/533585039205081089",NA,NA
"gabuleta","Cada minuto que pasa tengo más ganas de ahorcarme con un alambre de púas.","2014-11-15 01:45:54","https://twitter.com/gabuleta/status/533435691372650497",NA,NA
"soiiviic","Cada vez que mi abuela se pone a hablar maravillas de mis primos o mi tío me quiero arrancar el intestino delgado y usarlo para ahorcarme","2014-11-13 21:18:23","https://twitter.com/soiiviic/status/533005981211721728",NA,NA
"lwtironic","que ganas de ahorcarme que le envie tantos tweets a liam y no me para bolas 😀😀","2014-11-11 19:57:13","https://twitter.com/lwtironic/status/532260781447196672",NA,NA
"feijiwho","Quiero ahorcarme http://t.co/2ZBWdhf26y","2014-11-09 21:17:06","https://twitter.com/feijiwho/status/531556105936465921",NA,NA
"OVERAGA1N","@OVERAGA1N y la gorda (mi mamá) está a punto de ahorcarme","2014-11-09 02:58:47","https://twitter.com/OVERAGA1N/status/531279707573321729",NA,NA
"soiiviic","Estoy considerando los pro y los contra de ahorcarme con el cable de los auriculares","2014-11-09 01:39:04","https://twitter.com/soiiviic/status/531259645718188032",NA,NA
"tzightrope","yo cuando estoy pensando en ahorcarme http://t.co/HiYjSBlxZa","2014-11-06 01:49:27","https://twitter.com/tzightrope/status/530175096493576194",NA,NA
"tzightrope","@zaynbadlik la mía seria quedarme asfixiada con la pija de zayn en la boca bue también he pensado en ahorcarme con el pelo de harry","2014-11-02 07:03:40","https://twitter.com/tzightrope/status/528804617711546368",NA,NA
"hvesitos","Tampoco tengo nada para ahorcarme ugggggggh","2014-10-29 11:45:18","https://twitter.com/hvesitos/status/527425942743154689",NA,NA
"hvesitos","No tengo calderilla para comprarme nada, se me acaba la batería y encima está sonando amante bandido en spotify voy a ahorcarme","2014-10-29 11:44:15","https://twitter.com/hvesitos/status/527425678703341569",NA,NA
"SergioCGJ","ahora vuelvo voy a la ducha a ahorcarme con la alcachofa","2014-10-29 06:16:32","https://twitter.com/SergioCGJ/status/527343207701807104",NA,NA
"DeClaseBaja","¿A alguien le sobra una soga?, es para una foto, lo de ahorcarme no me va, ya me paso la vida empalmado como para también morir así.","2014-10-27 22:22:58","https://twitter.com/DeClaseBaja/status/526861641917681664",NA,NA
"boticariagarcia","@MrsPrimark @_trimadre @isabelmarinm no sé en qué árbol ahorcarme","2014-10-27 18:57:46","https://twitter.com/boticariagarcia/status/526810000036216832",NA,NA
"OzpinTargaryen","@RamuneParaDos @AberuSama voy preparando la cuerda para ahorcarme","2014-10-27 12:17:30","https://twitter.com/OzpinTargaryen/status/526709272152137730",NA,NA
"arriqui24","@gatoacostadou @Brighton_cor @SalitreVol Vale, no doy una, voy a ahorcarme con la gomilla del tanga, fue un placer conoceros xd","2014-10-26 23:40:06","https://twitter.com/arriqui24/status/526518663701340160",NA,NA
"montsee1994","Tras la provechosa tarde de estudio de ayer creo que me están entrando ganas de ahorcarme 😂😂😂😂😂😂😂😂😂","2014-10-26 09:59:49","https://twitter.com/montsee1994/status/526312232599420928",NA,NA
"arriqui24","Escucho a Shaima cantar y me dan ganas de ahorcarme con la gomilla del tanga #GHDirecto","2014-10-22 22:59:16","https://twitter.com/arriqui24/status/525058838240579584",NA,NA
"dxnistyles","miren lo que era mi cosita hermosa quiero ahorcarme chau http://t.co/kEN5I6NXGP","2014-10-22 18:22:13","https://twitter.com/dxnistyles/status/524989114308112384",NA,NA
"yareanna_","escucho una canción de s4 y mis ganas de ahorcarme aumentan","2014-10-19 00:58:35","https://twitter.com/yareanna_/status/523639310462255104",NA,NA
"Pachifula","@DorisPTY te imaginarás cómo estaba. La gente creo que querían ahorcarme. 5 am yo activada cantando 🎶🎼 ven a volar... vamos a volar🎶🎼","2014-10-17 14:52:09","https://twitter.com/Pachifula/status/523124310719082496",NA,NA
"tetrachild","alguien debería ahorcarme como acto de piedad.","2014-10-17 05:52:08","https://twitter.com/tetrachild/status/522988409246470144",NA,NA
"RosarioVillalb3","Que ganas de ahorcarme. Nada más","2014-10-15 16:29:02","https://twitter.com/RosarioVillalb3/status/522423917131333632",NA,NA
"pielyhues0","Que ganas de ahorcarme","2014-10-15 10:18:25","https://twitter.com/pielyhues0/status/522330647189528577",NA,NA
"eunipez_","Salir con mi mamá es sinónimo de querer ahorcarme.","2014-10-12 23:46:50","https://twitter.com/eunipez_/status/521446927683305473",NA,NA
"L0UISATAN","vieron que cd9 también va a estar en el metropolitan quiero ahorcarme","2014-10-10 19:42:55","https://twitter.com/L0UISATAN/status/520660768334041089",NA,NA
"L0UISATAN","@L0UISATAN los dos estaban tan bebitos que ganas de ahorcarme 😭","2014-10-10 04:38:47","https://twitter.com/L0UISATAN/status/520433236200407040",NA,NA
"ricky_alvarado_","Situación sentimental: Intentar ahorcarme con mis audífonos mientras escucho música deprimente.","2014-10-10 04:19:21","https://twitter.com/ricky_alvarado_/status/520428347935838208",NA,NA
"L0UISATAN","ahora que 5sos esta en méxico andan insoportables con el spam que ganas de ahorcarme","2014-10-09 21:25:23","https://twitter.com/L0UISATAN/status/520324169783713792",NA,NA
"eunipez_","Sólo pienso en que me toca madrugar y me dan ganas como de ahorcarme, no sé.","2014-10-07 03:49:40","https://twitter.com/eunipez_/status/519333710689468416",NA,NA
"pielyhues0","TENGO QUE TERMINAR DE LEER EL LIBRO QUE PAJA LA VIDA, QUE GANAS DE AHORCARME (y)","2014-10-06 20:42:13","https://twitter.com/pielyhues0/status/519226141182541824",NA,NA
"paulalopez2610","Con lo poco que he dormido tener que ir a clase me da unas ganas de coger y ahorcarme... 😥 😥","2014-10-06 06:10:33","https://twitter.com/paulalopez2610/status/519006780437692416",NA,NA
"cigarettommy","fue el último día de que supimos algo de zayn quiero ahorcarme","2014-10-06 04:04:41","https://twitter.com/cigarettommy/status/518975105272410112",NA,NA
"ohmyboystyles","No se si ahorcarme en un arbol, quemarme viva o meter la cabeza debajo del agua porque termina el wwa tour","2014-10-05 15:42:44","https://twitter.com/ohmyboystyles/status/518788387533504513",NA,NA
"cigarettommy","@Iiamedicine una pelotuda le mandó dms a liam insultando a sophia y este otro pajero la re defendió quiero ahorcarme flor","2014-10-05 01:33:38","https://twitter.com/cigarettommy/status/518574703842459649",NA,NA
"cigarettommy","termina el wwat y no vamos a saber nada de zayn quiero ahorcarme","2014-10-05 01:19:45","https://twitter.com/cigarettommy/status/518571207156068353",NA,NA
"starvingtoyeol","yo no enviaría ese tipo de mensaje a la página de exo, prefiero ahorcarme primero","2014-10-04 04:15:31","https://twitter.com/starvingtoyeol/status/518253054399770624",NA,NA
"pielyhues0","basta tengo ganas de ahorcarme","2014-10-03 16:36:05","https://twitter.com/pielyhues0/status/518077036037165056",NA,NA
"L0UISATAN","los chicos cantando use somebody, y me viene a la mente el uant y me dieron ganas de ahorcarme","2014-10-02 02:50:48","https://twitter.com/L0UISATAN/status/517506960057716736",NA,NA
"pielyhues0","queria faltar hoy quedarme en el centro y es el assessment. altas ganas de ahorcarme","2014-09-30 21:39:16","https://twitter.com/pielyhues0/status/517066172781838336",NA,NA
"arriqui24","Y visto que vuelvo a escribir mal, me voy, os dejo, voy a ahorcarme con la gomilla del tanga @arriqui24","2014-09-29 22:32:24","https://twitter.com/arriqui24/status/516717154579009536",NA,NA
"Miss_muertos","ES QUE LOS UNICOS INTERESES DE MI MADRE SON VERME COMER COMO CERDA,DECIRLES A TODOS MENTIRAS SOBRE MI Y DARME GANAS DE AHORCARME.","2014-09-29 14:22:03","https://twitter.com/Miss_muertos/status/516593754795687936",NA,NA
"pielyhues0","Se me pego el vieja y tengo altas ganas de ahorcarme ja","2014-09-28 16:02:08","https://twitter.com/pielyhues0/status/516256551037059072",NA,NA
"gabuleta","No sé si levantarme a estudiar o ahorcarme.","2014-09-27 13:37:29","https://twitter.com/gabuleta/status/515857762631548928",NA,NA
"Smoking_Fire","Mis amiguitos quedando todos los putos días y yo sin tiempo para coger una soga y ahorcarme.","2014-09-25 17:53:45","https://twitter.com/Smoking_Fire/status/515197477302304768",NA,NA
"dbcoyote","#GraciasPor la soga que me tira el Ministerio, no me sirve ni para ahorcarme","2014-09-25 14:41:09","https://twitter.com/dbcoyote/status/515149009636589569",NA,NA
"crisktanas","ESTA SONANDO SOLO QUEDATE EN SILENCIO EN EL MERCADO DONDE ESTOY VOY A AHORCARME","2014-09-24 14:33:22","https://twitter.com/crisktanas/status/514784664478048256",NA,NA
"lwtironic","vieron como pasa el tiempo voy a ahorcarme http://t.co/U82g5RDoYz","2014-09-23 14:22:21","https://twitter.com/lwtironic/status/514419504248786944",NA,NA
"pielyhues0","VIEJA ME TENGO QUE COMER LAS PUTEADAS A TANBIO EN EL MEDIO DE LOS RECITALES DE ROCK NACIONAL. ALTAS GANAS DE AHORCARME","2014-09-23 02:07:36","https://twitter.com/pielyhues0/status/514234596477501441",NA,NA
"Miss_muertos","SI VENÍS A MI CASA Y VEIS MARCAS AL LADO DEL ASCENSOR LAS HIZO MI MADRE CON LAS LLAVES CUANDO INTENTABA AHORCARME HACE AÑOS.","2014-09-22 21:53:19","https://twitter.com/Miss_muertos/status/514170604602556416",NA,NA
"arriqui24","Cada vez que escucho primo me dan ganas de ahorcarme con la gomilla de las bragas #GHDirecto","2014-09-22 16:30:30","https://twitter.com/arriqui24/status/514089366130401281",NA,NA
"_CosmicOddity","Hermosa como para... no sé AHORCARME BAJO UN ÁRBOL.","2014-09-21 15:07:56","https://twitter.com/_CosmicOddity/status/513706196512280576",NA,NA
"ohmyboystyles","Harry le agarro el celular a la misma chica que fue a conocer a su casa yo quiero ahorcarme con una soga en un arbol y morir por ser pobre","2014-09-21 04:27:40","https://twitter.com/ohmyboystyles/status/513545068566040576",NA,NA
"orificocelli","Y se, con la misma soga, puedo ahorcarme o saltar al otro lado, y algo va a pasar. Eso espero ♥","2014-09-16 18:11:53","https://twitter.com/orificocelli/status/511940551835676672",NA,NA
"feaconargumento","hora de ahorcarme con alguna lámpara fea de un salón feo  ???????!!","2014-09-16 11:34:29","https://twitter.com/feaconargumento/status/511840544105177088",NA,NA
"muyevil","@XabiD14S voy a ahorcarme y ahora vuelvo jajajajajaja","2014-09-15 22:40:19","https://twitter.com/muyevil/status/511645717933600768",NA,NA
"tetrachild","en mis tiempos las versiones de prueba de estos juegos duraban 30 ahora una hora qué ganas de ahorcarme con mi cabello","2014-09-13 05:30:00","https://twitter.com/tetrachild/status/510661654309502976",NA,NA
"visha_misterio","ganas de ahorcarme es poco...  no puede salir todo mal!","2014-09-12 17:47:43","https://twitter.com/visha_misterio/status/510484916350775296",NA,NA
"_clitoris666","pensar en madrugar me dan ganas de ahorcarme","2014-09-12 02:08:29","https://twitter.com/_clitoris666/status/510248553139011584",NA,NA
"xssalmighty","Si alguien me quiere asesinar algún día, ahoguenme en papas fritas por favor. Nada de ahorcarme o apuñalarme.","2014-09-12 01:58:35","https://twitter.com/xssalmighty/status/510246059885350913",NA,NA
"RAHC_27","Todavia me acuerdo del parley y provoca ahorcarme:).","2014-09-09 16:18:04","https://twitter.com/RAHC_27/status/509375194457452545",NA,NA
"RAHC_27","Tengo ganas de ahorcarme por mi madre. Que ladillosa es mi mama dios mio.","2014-09-09 14:59:25","https://twitter.com/RAHC_27/status/509355399284523008",NA,NA
"almostdo","@rxghtnxxw me dan ganas de ahorcarme pero a la vez me da vida, cada que estoy triste leo ese os y me pongo feliz","2014-09-09 03:31:44","https://twitter.com/almostdo/status/509182339940118529",NA,NA
"roci0Oo0","mañana va a ser alto día porque es nueve y diez meses y voy a tener preparado con qué ahorcarme nos re vimos ;D","2014-09-08 23:36:49","https://twitter.com/roci0Oo0/status/509123219484598272",NA,NA
"muyevil","Estoy por darme de cabezazos contra la pared o ahorcarme","2014-09-06 17:17:20","https://twitter.com/muyevil/status/508302945411399681",NA,NA
"pielyhues0","me desperté a las nueves, unas ganas de auto-ahorcarme.","2014-09-06 16:40:02","https://twitter.com/pielyhues0/status/508293558194167808",NA,NA
"dhanna","'Fix you' de Coldplay en @elsantofm y yo tengo ganas de ahorcarme con el cable del mouse.","2014-09-05 22:04:06","https://twitter.com/dhanna/status/508012725721890817",NA,NA
"almostdo","el solo de zayn en throuhg the dark ME DAN GANAS DE AHORCARME","2014-09-05 18:37:42","https://twitter.com/almostdo/status/507960780902662144",NA,NA
"_clitoris666","pensar que mañana todavía tengo que madrugar me dan ganas de ahorcarme","2014-09-04 23:40:09","https://twitter.com/_clitoris666/status/507674507004616704",NA,NA
"dondetuvieja_","Amigos, no se si ponerme el mismo bluyin de hoy para mañana o ahorcarme con él.","2014-09-03 03:51:16","https://twitter.com/dondetuvieja_/status/507012926084222976",NA,NA
"almostdo","@HiLarryOopsLove son muy malos por una parte mi tl esta lleno devlarry por otra me dan ganas de ahorcarme de tantos feels","2014-09-03 03:11:00","https://twitter.com/almostdo/status/507002793417531394",NA,NA
"_clitoris666","pienso en que mañana tengo que ir a la escuela y me dan ganas de ahorcarme","2014-09-01 16:01:34","https://twitter.com/_clitoris666/status/506471936818696192",NA,NA
"dxnistyles","Estoy escuchando don't let me go y las ganas de ahorcarme con los auriculares aumentan 😭🔫😩","2014-09-01 03:56:25","https://twitter.com/dxnistyles/status/506289448448184320",NA,NA
"gabuleta","Qué ganas de ahorcarme con un cinto que me soporte me dan cuando alguien dice que responderle a alguien es darle importancia. Lloro sida.","2014-08-31 20:29:51","https://twitter.com/gabuleta/status/506177064018649090",NA,NA
"Miss_muertos","OS JURO QUE YO PUEDO ESTAR TOMANDOME UN BOTE DE PASTILLAS E INTENTANDO AHORCARME Y SIGO ESTANDO CONTENTA.","2014-08-31 03:48:14","https://twitter.com/Miss_muertos/status/505925000524988416",NA,NA
"tzightrope","el hecho de que liam va a pasar su cumpleaños 21 con miles de fans me dan ganas de ahorcarme porque el orgullo no me cabe en el cuerpo","2014-08-30 02:12:35","https://twitter.com/tzightrope/status/505538542089809920",NA,NA
"flickerauhl","Y SU VOZ EN PLAYTIME, JODER QUE GANAS DE AHORCARME","2014-08-29 03:16:33","https://twitter.com/flickerauhl/status/505192251308670976",NA,NA
"ohmyboystyles","5 minutos y Liam tiene 21 no se si quemarme viva tomar cloro tirarme ácido ahorcarme tirarme de un edificio o asfixiarme mejor me mato","2014-08-28 22:55:46","https://twitter.com/ohmyboystyles/status/505126624631615489",NA,NA
"_clitoris666","pensar que mañana tengo que ir a la escuela otra vez me dan ganas de ahorcarme","2014-08-28 21:06:37","https://twitter.com/_clitoris666/status/505099155761790976",NA,NA
"almostdo","liam y lea mañana cumplen años ya estoy preparando la soga para ahorcarme","2014-08-28 14:16:54","https://twitter.com/almostdo/status/504996048180613120",NA,NA
"_clitoris666","pienso en que mañana tengo que ir a la escuela y me dan ganas de ahorcarme","2014-08-27 01:09:08","https://twitter.com/_clitoris666/status/504435411796893696",NA,NA
"_clitoris666","cuando alguien esta mal y no puedo hacer nada para ayudarlos me dan ganas de ahorcarme","2014-08-26 20:54:22","https://twitter.com/_clitoris666/status/504371294486659072",NA,NA
"_clitoris666","pienso en que en un rato estaré en la escuela y me dan ganas de ahorcarme","2014-08-26 10:44:26","https://twitter.com/_clitoris666/status/504217801775935489",NA,NA
"dxnistyles","https://t.co/xg7ys3p0NU QUE GANAS DE AHORCARME CHAUY","2014-08-25 20:27:04","https://twitter.com/dxnistyles/status/504002039605886978",NA,NA
"inmaqsd","Yo estoy por ahorcarme xd","2014-08-25 10:36:56","https://twitter.com/inmaqsd/status/503853526398017536",NA,NA
"roci0Oo0","tengo que estudiar un montón ya me estoy colgando para ahorcarme","2014-08-23 23:21:57","https://twitter.com/roci0Oo0/status/503321272714293250",NA,NA
"mjrubiosa_","Qué ganas tengo de que empiece el desfile de Victoria secret para AHORCARME.","2014-08-23 14:03:37","https://twitter.com/mjrubiosa_/status/503180765577113600",NA,NA
"hvesitos","Solo en casa con el ordenador, una lasaña e intentando ahorcarme con el cable de los cascos","2014-08-23 12:31:07","https://twitter.com/hvesitos/status/503157483872210944",NA,NA
"roci0Oo0","no puedo superar que no voy a ir a verla en serio prefiero comer vidrios clavarme alfileres en la garganta ahorcarme con un alambre","2014-08-23 00:00:37","https://twitter.com/roci0Oo0/status/502968617840156672",NA,NA
"tzightrope","@tomxlinsn voy a ahorcarme chau","2014-08-21 04:58:42","https://twitter.com/tzightrope/status/502318855575056384",NA,NA
"evermoresott","no quiero ir a gimnasia todavia estoy a tiempo de ahorcarme","2014-08-20 13:36:14","https://twitter.com/evermoresott/status/502086710680113152",NA,NA
"littlemixbabys","cuando las chicas usan las mismas ropas que usaron hace un año mis ganas de ahorcarme aumentan nose un %100","2014-08-18 17:04:48","https://twitter.com/littlemixbabys/status/501414419512180737",NA,NA
"LariEchauri","CON LA MISMA SOGA PUERO AHORCARME O SALTAR","2014-08-18 16:25:59","https://twitter.com/LariEchauri/status/501404652458758144","Coordinates(longitude=-58.3804836, latitude=-34.6920555)","Place(id='017115ee2013f809', fullName='Lanús Oeste, Argentina', name='Lanús Oeste', type='city', country='Argentina', countryCode='AR')"
"littlemixbabys","las ganas de ahorcarme son reales #LittleMixMemories http://t.co/I240F82JeD","2014-08-18 16:21:54","https://twitter.com/littlemixbabys/status/501403626611679233",NA,NA
"L0UISATAN","las reuniones familiares me provocan ganas de ahorcarme","2014-08-18 02:37:34","https://twitter.com/L0UISATAN/status/501196174716837889",NA,NA
