"User","Content","Date","URL","Coordinates","Place"
"FlorBrengi","Tendria que dejar de colgarme tanto mirando las cosas que me atraen, por que quedo como una pelotuda.","2014-12-28 19:54:35","https://twitter.com/FlorBrengi/status/549292345410461697",NA,NA
"soypocholo10","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 19:25:27","https://twitter.com/soypocholo10/status/549285014673035264",NA,NA
"odalyschaa","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 14:45:28","https://twitter.com/odalyschaa/status/549214554883117056",NA,NA
"constantin1010","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 14:25:21","https://twitter.com/constantin1010/status/549209492093947904",NA,NA
"alonsovilla3350","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 14:01:28","https://twitter.com/alonsovilla3350/status/549203480582578176",NA,NA
"carlosmontoyagt","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 13:50:22","https://twitter.com/carlosmontoyagt/status/549200689315201025",NA,NA
"yka_guerrero","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 13:05:29","https://twitter.com/yka_guerrero/status/549189393349881857",NA,NA
"NetoZun","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 11:00:52","https://twitter.com/NetoZun/status/549158033994297344",NA,NA
"normizartia","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 07:30:37","https://twitter.com/normizartia/status/549105121121288192",NA,NA
"MejmarijoMarijo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 07:00:47","https://twitter.com/MejmarijoMarijo/status/549097615292649473",NA,NA
"calles66","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 03:01:50","https://twitter.com/calles66/status/549037479983341568",NA,NA
"marianassoo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-28 02:50:20","https://twitter.com/marianassoo/status/549034587536777216",NA,NA
"VictoryAcuna","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 22:01:31","https://twitter.com/VictoryAcuna/status/548961902890860544",NA,NA
"ZairaTaleb","Muchas ganas de colgarme y volar","2014-12-27 18:42:49","https://twitter.com/ZairaTaleb/status/548911897849126913",NA,NA
"Lausilvarock","Hablando enserio, me voy a poner el Pity al palazo en el auto y me voy a colgarme un toque al río. Alguien quiere venir conmigo ?","2014-12-27 18:03:44","https://twitter.com/Lausilvarock/status/548902061648400384",NA,NA
"Martincillo80","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 14:00:55","https://twitter.com/Martincillo80/status/548840957563920384",NA,NA
"humbertocstr","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 10:02:11","https://twitter.com/humbertocstr/status/548780874612113408",NA,NA
"ursulallan","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 09:05:31","https://twitter.com/ursulallan/status/548766614725087232",NA,NA
"GabsVenturas","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 08:25:15","https://twitter.com/GabsVenturas/status/548756482700111872",NA,NA
"soykano10","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 06:30:38","https://twitter.com/soykano10/status/548727639222255616",NA,NA
"goleat10","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 01:50:23","https://twitter.com/goleat10/status/548657111732088832",NA,NA
"NetoZun","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 01:01:10","https://twitter.com/NetoZun/status/548644723607764992",NA,NA
"vladimirllms","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-27 00:03:50","https://twitter.com/vladimirllms/status/548630298196713472",NA,NA
"ivalaton","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-26 14:50:21","https://twitter.com/ivalaton/status/548491007021834240",NA,NA
"ramirokurz","@Adujensen despues de colgarme 3 dias","2014-12-26 05:25:49","https://twitter.com/ramirokurz/status/548348940278837249",NA,NA
"rasograjales","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-26 04:03:07","https://twitter.com/rasograjales/status/548328128603779072",NA,NA
"El_Mojadochis","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-26 04:00:41","https://twitter.com/El_Mojadochis/status/548327512720572416",NA,NA
"ghostthinxx","Pense en colgarme en una soja con el ventilador pero seguro tengo tanta suerte que el techo se cae y yo sigo viva.","2014-12-26 01:35:13","https://twitter.com/ghostthinxx/status/548290904902352896",NA,NA
"CampusPartyTux","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-26 00:50:13","https://twitter.com/CampusPartyTux/status/548279579866333184",NA,NA
"soygertru","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-26 00:25:27","https://twitter.com/soygertru/status/548273348124622848",NA,NA
"zeydivill","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-26 00:03:45","https://twitter.com/zeydivill/status/548267886704594944",NA,NA
"Tito5745","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 21:01:24","https://twitter.com/Tito5745/status/548221996929396737",NA,NA
"olgattre","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 19:10:26","https://twitter.com/olgattre/status/548194071454711808",NA,NA
"grettelgzn","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 12:30:36","https://twitter.com/grettelgzn/status/548093452425367552",NA,NA
"calles66","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 11:01:34","https://twitter.com/calles66/status/548071045354516480",NA,NA
"TamaraVillalpan","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 11:01:07","https://twitter.com/TamaraVillalpan/status/548070932859060224",NA,NA
"alvarotrrs","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 09:01:31","https://twitter.com/alvarotrrs/status/548040834307096576",NA,NA
"charcoalstains","Me voy a dormir para no colgarme. Adiós. Que pasen buena noche.","2014-12-25 08:12:34","https://twitter.com/charcoalstains/status/548028513539072000",NA,NA
"ivalaton","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 02:50:21","https://twitter.com/ivalaton/status/547947427559649280",NA,NA
"IsaiasMoraCou","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 02:40:15","https://twitter.com/IsaiasMoraCou/status/547944883001241601",NA,NA
"Ruicitos69","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-25 02:01:07","https://twitter.com/Ruicitos69/status/547935035899527168",NA,NA
"athiusouver","Me estan haciendo quedar como una bola para colgarme en el arbolito","2014-12-25 01:38:19","https://twitter.com/athiusouver/status/547929300142673920",NA,NA
"Terecita_Molina","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-24 21:01:25","https://twitter.com/Terecita_Molina/status/547859616043106304",NA,NA
"TamaraVillalpan","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-24 20:01:20","https://twitter.com/TamaraVillalpan/status/547844495057100800",NA,NA
"jorgemicel","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-24 19:02:58","https://twitter.com/jorgemicel/status/547829806185054209",NA,NA
"soyjorgecantu","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-24 11:55:28","https://twitter.com/soyjorgecantu/status/547722221008199682",NA,NA
"constantin1010","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-24 11:25:19","https://twitter.com/constantin1010/status/547714634351120385",NA,NA
"alimal8310","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-24 10:25:21","https://twitter.com/alimal8310/status/547699542402269184",NA,NA
"Emipe14","Odio colgarme a mirar el inicio jajajajaja","2014-12-24 02:20:52","https://twitter.com/Emipe14/status/547577618401611776",NA,NA
"FCharloteaux","harto de los vicios,harto de las drogas,harto de no tener los huevos pa' colgarme de una soga(8)","2014-12-24 00:18:55","https://twitter.com/FCharloteaux/status/547546929186742272",NA,NA
"k7boi","@chicafrusciante y si, ademas me re colgué ayer. Aprendí de vos a colgarme jaja","2014-12-23 20:23:14","https://twitter.com/k7boi/status/547487618397925376",NA,NA
"Ulises_FabianN","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-23 18:01:48","https://twitter.com/Ulises_FabianN/status/547452026058465281",NA,NA
"IsaiasMoraCou","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-23 16:40:13","https://twitter.com/IsaiasMoraCou/status/547431495066206209",NA,NA
"manzedillw","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-23 15:10:28","https://twitter.com/manzedillw/status/547408905484369920",NA,NA
"osmarin999","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-23 14:50:28","https://twitter.com/osmarin999/status/547403872957108224",NA,NA
"athiusouver","@BlasGrowney y si dejas de colgarme y me hablas?","2014-12-23 07:00:34","https://twitter.com/athiusouver/status/547285620822134784",NA,NA
"PabloOrregoA","Que hay ? Vengo a colgarme nomas un rato.","2014-12-23 04:03:14","https://twitter.com/PabloOrregoA/status/547240992362201088",NA,NA
"jsph_rmr","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-23 01:40:22","https://twitter.com/jsph_rmr/status/547205038922543106",NA,NA
"ZAZKE_py","Y bue...es hora de colgarme del YouTube y sobarme los huevos,hasta quedarme dormido. :-)","2014-12-22 20:22:19","https://twitter.com/ZAZKE_py/status/547124999820435456",NA,NA
"NatpuntoG","Me compré un cable HDMI de 5 mts. Creo que me alcanza para colgarme del Netflix del vecino.","2014-12-22 19:16:56","https://twitter.com/NatpuntoG/status/547108544387244032",NA,NA
"joaquimel","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-22 19:03:03","https://twitter.com/joaquimel/status/547105050297114624",NA,NA
"manzedillw","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-22 09:10:26","https://twitter.com/manzedillw/status/546955914163814402",NA,NA
"TamaraVillalpan","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-22 08:01:14","https://twitter.com/TamaraVillalpan/status/546938498444689409",NA,NA
"YocGeorge","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-22 06:55:31","https://twitter.com/YocGeorge/status/546921959515516929",NA,NA
"zay_rag","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-22 06:35:29","https://twitter.com/zay_rag/status/546916918477991937",NA,NA
"joaqserrano","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-22 01:40:23","https://twitter.com/joaqserrano/status/546842655209308162",NA,NA
"_GonzaaMolina","A pasear a aron y a colgarme un rato","2014-12-22 01:11:51","https://twitter.com/_GonzaaMolina/status/546835472950231040",NA,NA
"snack_eater","¿Qué deporte practicas y cuál es el que sigues más po... — Practico el deporte de no colgarme de un árbol a diar... http://t.co/9iW7poKmIo","2014-12-21 23:27:47","https://twitter.com/snack_eater/status/546809287277023232",NA,NA
"joaquimel","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 22:02:42","https://twitter.com/joaquimel/status/546787874633682944",NA,NA
"edmundoesp","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 21:02:14","https://twitter.com/edmundoesp/status/546772655781969921",NA,NA
"chiapalevantate","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 20:10:18","https://twitter.com/chiapalevantate/status/546759586154573824",NA,NA
"RafaelAgustyn","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 17:01:17","https://twitter.com/RafaelAgustyn/status/546712017982484480",NA,NA
"GilHernandezLo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 13:00:28","https://twitter.com/GilHernandezLo/status/546651416769871872",NA,NA
"Medio_bolo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 11:00:51","https://twitter.com/Medio_bolo/status/546621313822244864",NA,NA
"churrumaiz10","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 10:50:19","https://twitter.com/churrumaiz10/status/546618663701594112",NA,NA
"alonsovilla3350","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 09:01:37","https://twitter.com/alonsovilla3350/status/546591309189087232",NA,NA
"IsaiasMoraCou","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 07:40:12","https://twitter.com/IsaiasMoraCou/status/546570816356614144",NA,NA
"antosalice","a listo le gustaba colgarme","2014-12-21 06:41:34","https://twitter.com/antosalice/status/546556063089455105",NA,NA
"chiarasielks","@cdlmxx vos deja de colgarme la concha de tu hermana","2014-12-21 03:13:38","https://twitter.com/chiarasielks/status/546503734038388736",NA,NA
"Medio_bolo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 03:01:12","https://twitter.com/Medio_bolo/status/546500605196656641",NA,NA
"lairy212","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 02:15:31","https://twitter.com/lairy212/status/546489110618451968",NA,NA
"Miicabayer","@SantyCorbella Y vos podrías dejar de colgarme👌👌","2014-12-21 01:03:59","https://twitter.com/Miicabayer/status/546471106090381312",NA,NA
"ubaldaloo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 01:03:35","https://twitter.com/ubaldaloo/status/546471007616532480",NA,NA
"luisscabbr","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 01:03:06","https://twitter.com/luisscabbr/status/546470883813228544",NA,NA
"lusanisc","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-21 00:45:24","https://twitter.com/lusanisc/status/546466431756664832",NA,NA
"jossejuann","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 22:02:40","https://twitter.com/jossejuann/status/546425477276393474",NA,NA
"joaquimel","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 22:02:38","https://twitter.com/joaquimel/status/546425469714071552",NA,NA
"TheSaint","No hizo un gol el SAU así que procederé a colgarme del cuello con la soga que tengo colgada del techo.","2014-12-20 21:29:49","https://twitter.com/TheSaint/status/546417212014469120",NA,NA
"CamilaQBJ","ODIO COLGARME TANTO -.","2014-12-20 19:46:32","https://twitter.com/CamilaQBJ/status/546391217433772033","Coordinates(longitude=-65.778264, latitude=-34.998735)","Place(id='0b79f7e718cb54b9', fullName='Córdoba, Argentina', name='Córdoba', type='admin', country='Argentina', countryCode='AR')"
"miguelsadd","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 18:40:24","https://twitter.com/miguelsadd/status/546374576318722049",NA,NA
"manzedillw","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 18:15:31","https://twitter.com/manzedillw/status/546368313820209153",NA,NA
"jsph_rmr","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 14:40:19","https://twitter.com/jsph_rmr/status/546314154261614592",NA,NA
"PepeVazquezTo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 14:01:13","https://twitter.com/PepeVazquezTo/status/546304316769042432",NA,NA
"LauraChanonaG","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 10:25:16","https://twitter.com/LauraChanonaG/status/546249970454921216",NA,NA
"Medio_bolo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 09:01:06","https://twitter.com/Medio_bolo/status/546228789085470721",NA,NA
"humbertocstr","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 08:02:07","https://twitter.com/humbertocstr/status/546213946903240705",NA,NA
"FedricoMansilla","Quiero tener a alguien con quien hablar, estar pendiente todo el tiempo de no colgarme y todo eso..","2014-12-20 03:11:21","https://twitter.com/FedricoMansilla/status/546140770068353024",NA,NA
"penelope_zalas","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-20 01:25:24","https://twitter.com/penelope_zalas/status/546114107343388672",NA,NA
"VanessaDerbezMx","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 21:50:25","https://twitter.com/VanessaDerbezMx/status/546060008308629504",NA,NA
"zeydivill","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 18:07:08","https://twitter.com/zeydivill/status/546003813610823681",NA,NA
"davidgarcia570","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 15:20:24","https://twitter.com/davidgarcia570/status/545961855555219456",NA,NA
"Tito5745","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 15:01:39","https://twitter.com/Tito5745/status/545957137265197056",NA,NA
"Terecita_Molina","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 13:01:31","https://twitter.com/Terecita_Molina/status/545926903073636353",NA,NA
"PepeVazquezTo","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 13:01:18","https://twitter.com/PepeVazquezTo/status/545926848145018880",NA,NA
"Psicosferico_","Tenéis permiso para colgarme, hoy no doy para mucho más.","2014-12-19 10:45:40","https://twitter.com/Psicosferico_/status/545892715943460864",NA,NA
"alonsovilla3350","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 05:01:30","https://twitter.com/alonsovilla3350/status/545806105960808448",NA,NA
"MingaAlegria","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-19 01:01:17","https://twitter.com/MingaAlegria/status/545745652073103360",NA,NA
"Eberto_mon","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-18 20:05:25","https://twitter.com/Eberto_mon/status/545671195811913728",NA,NA
"arielttorr","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-18 14:55:35","https://twitter.com/arielttorr/status/545593223214022656",NA,NA
"julioslis","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-18 13:04:07","https://twitter.com/julioslis/status/545565171494969345",NA,NA
"CampusPartyTux","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-18 12:50:12","https://twitter.com/CampusPartyTux/status/545561667283980288",NA,NA
"Jony_Bartolome","blda deja de colgarme","2014-12-18 10:10:11","https://twitter.com/Jony_Bartolome/status/545521398811471872",NA,NA
"matimarin_","Debe ser un deporte olimpico colgarme","2014-12-18 05:09:25","https://twitter.com/matimarin_/status/545445710775468032",NA,NA
"elizquiroga_","Catriel me habló para colgarme, y quiere saber en que ando ojala que 🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂🚂😉","2014-12-18 04:05:13","https://twitter.com/elizquiroga_/status/545429553989316608",NA,NA
"IeschRadio","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-18 03:55:15","https://twitter.com/IeschRadio/status/545427042087763968",NA,NA
"Kromago","Me gusta como la gente puede ponerse de acuerdo, por ejemplo para colgarme todos, mueran","2014-12-18 01:00:33","https://twitter.com/Kromago/status/545383078907359232",NA,NA
"HomeroCardenas_","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 22:55:18","https://twitter.com/HomeroCardenas_/status/545351557840384001",NA,NA
"ramirovietzek","voy a dejar de colgarme con todos","2014-12-17 22:01:14","https://twitter.com/ramirovietzek/status/545337954131259392",NA,NA
"leopoldonur","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 21:50:31","https://twitter.com/leopoldonur/status/545335256128434176",NA,NA
"carlosmontoyagt","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 21:50:29","https://twitter.com/carlosmontoyagt/status/545335249472086016",NA,NA
"Miicabayer","@Tomi_Espinosa Sos lo mas caradura que existe, vos viniste al mundo para colgarme y clavarme nada más✋","2014-12-17 21:11:04","https://twitter.com/Miicabayer/status/545325326222782464",NA,NA
"Jorge_Negrete_","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 19:01:02","https://twitter.com/Jorge_Negrete_/status/545292605584834561",NA,NA
"ValeriaMorenoMx","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 16:15:23","https://twitter.com/ValeriaMorenoMx/status/545250916665139201",NA,NA
"joaquimel","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 16:02:58","https://twitter.com/joaquimel/status/545247792726568960",NA,NA
"soyleds","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 13:35:24","https://twitter.com/soyleds/status/545210654815449088",NA,NA
"Lucio_Pereyra","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 13:35:14","https://twitter.com/Lucio_Pereyra/status/545210612851412992",NA,NA
"Zuritapaz1","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 04:50:27","https://twitter.com/Zuritapaz1/status/545078547002691584",NA,NA
"ositosdegomita","Me veo llendo par la playa y colgarme en los aparatos esos que hay hasta las 5 am","2014-12-17 04:48:27","https://twitter.com/ositosdegomita/status/545078045187776513",NA,NA
"GabsVenturas","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 02:25:12","https://twitter.com/GabsVenturas/status/545041994943590401",NA,NA
"manzedillw","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-17 00:30:37","https://twitter.com/manzedillw/status/545013160156344320",NA,NA
"queseyomano","o colgarme en los examenes de mañana o estudiar? #strogol","2014-12-16 23:30:03","https://twitter.com/queseyomano/status/544997916285603840",NA,NA
"isasinatra","Me tengo que embotellar un capítulo entero mañana en la escuela si no quiero colgarme en la clase :-)","2014-12-16 23:24:53","https://twitter.com/isasinatra/status/544996615002800128",NA,NA
"Bichoredondo","Sin cadenas de los pericos para colgarme en todos esos laberintos gentiles de pensamientos que después nunca recuerdo","2014-12-16 16:55:58","https://twitter.com/Bichoredondo/status/544898743582359553",NA,NA
"soymadrake","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 15:40:27","https://twitter.com/soymadrake/status/544879736791760899",NA,NA
"JaimeMorenoMx","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 08:25:14","https://twitter.com/JaimeMorenoMx/status/544770213561257984",NA,NA
"chenek10","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 07:50:18","https://twitter.com/chenek10/status/544761418911059968",NA,NA
"MirenaGomez","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 06:01:09","https://twitter.com/MirenaGomez/status/544733950061850625",NA,NA
"Sedepas","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 05:10:10","https://twitter.com/Sedepas/status/544721123582443520",NA,NA
"churrumaiz10","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 04:50:22","https://twitter.com/churrumaiz10/status/544716138291412992",NA,NA
"YocGeorge","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-16 02:55:31","https://twitter.com/YocGeorge/status/544687237989150720",NA,NA
"soysablon","Niña, dame una pestaña de tus ojos para colgarme de amor por ti.","2014-12-15 21:15:34","https://twitter.com/soysablon/status/544601682668421120",NA,NA
